hotel_id,hotel_name,hotel_formerly_name,hotel_translated_name,addressline1,addressline2,zipcode,city,state,country,countryisocode,longitude,latitude
126300,Laguna Hotel,,??????????,6 Suffolk Road South,,BH2 6AZ,????????,"South West,?England",????,GB,-1.891404,50.722796
126307,The Riviera Hotel & Holiday Apartments Alum Chine,,??????????????????????????????,14 Burnaby Road,,BH4 8JF,????????,"South West,?England",????,GB,-1.900012,50.712188
126309,Royal Exeter Hotel,,????????????????,Exeter Road,,BH2 5AG,????????,Bournemouth,????,GB,-1.878863,50.717605
126314,The Croham Hotel,,????????????,9 Durley Road South West Cliff,,,????????,,????,GB,-1.880636,50.717548
126315,Fairmount Hotel,,????????????,15 Priory Road,,BH2 5DF,????????,"South West,?England",????,GB,-1.881913,50.716943
126329,Dubrovnik Hotel,,??????????????,Oak Avenue 3,,BD8 7AQ,????????,"Yorkshire and the Humber,England",????,GB,-1.763982,53.81077
126333,Peterstone Court Hotel,,????????????????,Llanhamlach,,LD3 7YB,??????,,????,GB,-3.326577,51.93
126336,Marygreen Manor Hotel,,????????????????,London Road,,CM14 4NR,??????,,????,GB,0.278666,51.61269
126340,Days Inn Bridgend Cardiff,,??????????????????????,"M4 J36 Motorway, Glamorgan",,CF32 9RW,????????,,????,GB,-3.585401,51.538803
126354,SACO Bristol - West India House,,SACO?????????? - ????????????????????,2-4 Welsh Back,,BS1 4SS,??????????,"South West,?England",????,GB,-2.592452,51.453492
126355,The Washington Hotel,,??????????,11-15 St Pauls Road,,BS8 1LX,??????????,,????,GB,-2.610199,51.459003
126359,Balmer Lawn Hotel,,??????????????,Lyndhurst Road,,SO42 7ZB,????????????,,????,GB,-1.572222,50.833244
126360,Careys Manor Hotel,,??????????????,Lyndhurst Rd,,SO42 7RH,????????????,,????,GB,-1.571646,50.823207
126366,Holiday Inn Birmingham Bromsgrove,,????????????????????????????,Kidderminster Rd,,,??????????????,,????,GB,-2.081416,52.337334
126370,Buckingham Villiers Hotel,,??????????????????,3 Castle Street,,,??????,,????,GB,-0.988922,51.999237
126378,Holiday Inn Express Burnley M65 Jct 10,,??????????????M65????????10??????????,55 Pendle Way,,,??????,,????,GB,-2.256333,53.794052
126390,Old Hall Hotel,,????????,The Square,,SK17 6BD,????????,Derbyshire,????,GB,-1.915207,53.258266
126391,The Portland Hotel,,??????????,32 St. Johns Road,,SK17 6XQ,????????,Derbyshire,????,GB,-1.920998,53.257942
126394,The Black Boy Inn,,??????????,"Northgate Street, Stryd Pedwar A Chwech, Snowdonia",,LL55 1RW,??????,,????,GB,-4.276013,53.141377
126396,Abbotsfordlodge,,??????????????????,Stirling Road,,FK17 8DA,??????,Scotland,????,GB,-4.202694,56.241278
126403,Macdonald Frimley Hall Hotel and Spa,,????????????????????????????,"Lime Avenue, Off Portsmouth Road,",,GU15 2BG,??????,"South East,?England",????,GB,-0.724894,51.339024
126408,Acorn Guest House Bed and Breakfast,,??????????,Chesterton Road,,CB4 1DA,????,East of England,????,GB,0.133491,52.215754
126409,Alpha Milton Guest House,,??????????????????,61-63 Milton Road,,CB4 1XA,????,Cambridgeshire,????,GB,0.127925,52.217418
126410,Arundel House Hotel,,??????????????,Chesterton Road,,CB4 3AN,????,East of England,????,GB,0.11944,52.21308
126412,Aylesbray Lodge,,??????????????,5 Mowbray Road,,CB17SR,????,East of England,????,GB,0.14948,52.180156
126419,DoubleTree by Hilton Cambridge City Centre,Doubletree by Hilton Cambridge Garden House,??????????????-??????????,Granta Place Mill Lane,,CB2 1RT,????,,????,GB,0.116848,52.200262
126422,Hotel Felix,,????????????,"Whitehouse Lane, Huntingdon Road",,CB3 0LX,????,East of England,????,GB,0.094108,52.224477
126433,Oak Farm Hotel,,????????????,Watling Street,,WS11 1SB,??????,"West Midlands,?England",????,GB,-2.077239,52.685745
126435,Broome Park Golf and Country Club by Diamond Resorts,,????????????????????????-??????????????,"The Broome Park Estate, Barham",,CT4 6QX,????????,"South East,?England",????,GB,1.178455,51.190641
126446,Capital Apartments Ltd,,??????????????,22-24 James Street,,CF105EX,??????,Wales,????,GB,-3.171691,51.464736
126449,Jolyons Boutique Hotel,,????????????????,Bute Crescent,,CF10 5AN,??????,Wales,????,GB,-3.16493,51.463931
126450,The Lincoln House Private Hotel,,????????????????,118 - 120 Cathedral Road,,CF11 9LQ,??????,Caerphilly,????,GB,-3.196982,51.487583
126451,Park Inn By Radisson Cardiff City Centre,,????????-????????????,Mary Ann Street,,CF10 2JH,??????,Wales,????,GB,-3.172759,51.478282
126452,SACO Cardiff- Cathedral Road,,SACO??????????-??????????????,76 Cathedral Road,,CF11 9LN,??????,Wales,????,GB,-3.194799,51.486082
126457,The Royal Hotel Cardiff,,??????????????,88 St Mary Street,,CF10 1DW,??????,Cardiff,????,GB,-3.178202,51.478069
126459,Dalston Hall Hotel,,????????????????,Dalston,,CA5 7JX,????????,Cumbria,????,GB,-2.972424,54.855058
126467,Cheadle House,,??????????,"Cheadle Royal Business Park, Near Manchester Airport",,SK8 3FS,????????,"North West,?England",????,GB,-2.221062,53.377204
126475,The County Hotel,,????????,Rainsford Road,,CM1 2PZ,??????????,East of England,????,GB,0.463613,51.737501
126484,Charlton Kings Hotel,,??????????????,London Road,,GL52 6UU,??????????,"South West,?England",????,GB,-2.041071,51.88349
126486,Cotswold Grange Hotel,,????????????????????,Pittville Circus Rd,,,??????????,,????,GB,-2.064256,51.903975
126487,Holiday Inn Express Cheltenham Town Centre,,????????????????????????????,Dunalley Street,,,??????????,,????,GB,-2.076385,51.904354
126491,The Big Sleep Hotel Cheltenham by Compass Hospitality,,??????????????????-??????????????,Wellington Street,,GL50 1XZ,??????????,Gloucestershire,????,GB,-2.073106,51.898175
126492,The Cheltenham Townhouse and Apartments,,??????????&????,12-14 Pittville Lawn,,GL52 2BD,??????????,"South West,?England",????,GB,-2.069421,51.904818
126504,Chester House Guest House,Gloster Lodge Private Hotel,??????????,44 Hoole Road,,CH2 3NL,??????,Cheshire,????,GB,-2.87344,53.201469
126506,Doubletree By Hilton Chester Hotel,,????????????????????,Warrington Road Hoole,,CH2 3PD,??????,,????,GB,-2.854348,53.206348
126512,The Pied Bull Inn,,????????????,57 Northgate Street,,CH1 2HQ,??????,"North West,?England",????,GB,-2.892327,53.19215
126515,Buckingham's Hotel,,??????????????????,85 - 87 Newbold Road Newbold,,S41 7PU,????????????,,????,GB,-1.432625,53.241761
126526,The Kings Hotel,,????????,The Square,,GL55 6AW,??????????,,????,GB,-1.782127,52.050383
126535,The Globe Hotel,,????????,71 North staion Road,,CO1 1RQ,??????????,,????,GB,0.895977,51.895378
126547,The Jacobean Hotel,,??????????,Holyhead Road,,cv5 8hx,??????,"West Midlands,?England",????,GB,-1.552513,52.420229
126549,Days Inn Corley,,????????????,"Junction 3-4 M6 North Bound, Corley",,CV7 8NR,??????,,????,GB,-1.54329,52.470554
126555,Barrington Lodge,,??????????,Hunter Road,,RH10 6SY,????,,????,GB,-0.19262,51.10424
126557,Da Vinci Guest House Gatwick,,??????????????????,"Ifield Green, Ifield, Crawley,West Sussex",,RH11 0NU,????,"South East,?England",????,GB,-0.212013,51.130646
126570,Hallmark Hotel Croydon Aerodrome,Aerodrome Hotel,??????????????????????,"Purley Way, Croydon",,CR9 4LT,????,,????,GB,-0.11719,51.37109
126574,Hayesthorpe Hotel,,????????????,48-52 St Augustines Avenue,,CR2 6JJ,????,,????,GB,-0.101714,51.354794
126575,Ibis Styles London Croydon Hotel,Euro Hotel Norfolk House,??????????????????????????,"589 London Road, Thornton Heath",,CR7 6AY,????,,????,GB,-0.11276,51.390282
126576,Flexistay Tulsi ApartHotel,,??????????????????????,256A High Street,,CR0 1NF,????,,????,GB,-0.096581,51.371231
126577,Bannatyne Hotel Darlington,,??????????????????,"Bannatyne Hotel
Southend Avenue
Darlington
County Durham",,DL3 7HZ,??????,"North East,?England",????,GB,-1.560847,54.522149
126583,The George Hotel,,????????,B6275,,DL2 3SW,????????????,"North East,?England",????,GB,-1.674439,54.534361
126585,Campanile Dartford -South East London,,????????????????????,1 Clipper Boulevard West,,DA2 6QN,????????,,????,GB,0.255275,51.458244
126586,Rowhill Grange Hotel & Utopia Spa,,????????????????????????,"Top Dartford Road, Wilmington, Dartford",,DA2 7QH,????,,????,GB,0.188777,51.418102
126593,pentahotel Derby,,????????????,"Locomotive Way, Pride Park",,DE24 8PU,????,,????,GB,-1.455989,52.913361
126595,SACO Derby - The Mill House,,SACO??????????-??????????,Brook Street,,DE1 3PF,????,"East Midlands,?England",????,GB,-1.484795,52.925729
126597,Danum Hotel,,??????????,High Street,,DN11DN,????????,"Yorkshire and the Humber,England",????,GB,-1.132504,53.522728
126598,Holiday Inn Express Doncaster,,????????????????????,Catesby Business Park First Point,,,????????,,????,GB,-1.122011,53.497818
126599,The Grand St Leger Hotel,,????????????,Bennetthorpe,,DN2 6AX,????????,"Yorkshire and the Humber,England",????,GB,-1.1102,53.5187
126605,Park Inn By Radisson Doncaster Hotel,,????????????????,Decoy Bank South  White Rose Way,,,????????,"Yorkshire and the Humber,England",????,GB,1.114168,53.505073
126612,Mercure Box Hill Burford Bridge Hotel,,????????????????????????,At the Foot of Box Hill,,RH5 6BX,??????,"South East,?England",????,GB,-0.3217,51.2542
126615,De Vere Wotton Estate,,??????????????,Guildford Road,,RH5 6HS,??????,,????,GB,-0.393098,51.212292
126634,Quality Hotel Dudley,,??????????????,Birmingham Road,,DY1 4RN,??????,"West Midlands,?England",????,GB,-2.0681,52.512501
126635,Station Hotel,,????????,Castle Hill,,DY1 4RA,??????,Dudley,????,GB,-2.075511,52.513178
126645,The Atholl Arms Hotel,,????????????,Bridgehead,,PH8 0AQ,????????,,????,GB,-3.58517,56.565132
126647,Bannatyne Hotel Durham,, ??????????????????,"Bannatyne Hotel Durham
Eden Terrace
Durham
Co.Durham
DH1 2HJ",,DH1 2HJ,??????,"North East,?England",????,GB,-1.534148,54.784872
126655,"Ramside Hall Hotel, Golf & Spa",Ramside Hall Hotel & Golf Club,??????????????????????????,Carrville,,DH1 1TD,??????,,????,GB,-1.516752,54.79479
126659,Macdonald Crutherland House Hotel,,????????????????????????,Strathaven Road,,G75 0QZ,????????,Scotland,????,GB,-4.1532,55.7491
126660,Atlanta Guest House,,????????????,10 Royal Parade,,BN22 7AR,????????,"South East,?England",????,GB,0.296116,50.770957
126663,East Beach Hotel,,????????,23-25 Royal Parade,,BN22 7AN,????????,,????,GB,0.297049,50.771629
126667,Ivydene Hotel,,????????,5-6 Hampden Terrace | Latimer Road,,BN227BL,????????,"South East,?England",????,GB,0.297288,50.772616
126668,Langham Hotel,,????????,"43-49 Royal Parade, Eastbourne, East Sussex",,BN22 7AH,????????,"South East,?England",????,GB,0.29882,50.772647
126672,Savoy Court Hotel,,????????????,"11-15, Cavendish Place",,BN21 3EJ,????????,East Sussex County,????,GB,0.292246,50.767461
126676,The Cumberland Hotel,,??????????,"34-36, Grand Parade",,,????????,"South East,?England",????,GB,0.289153,50.765138
126677,The Devonshire Park Hotel,,????????????,27-29 Carlisle Road,,BN21 4JR,????????,East Sussex,????,GB,0.282553,50.762114
126679,Ravilious Hotel,The Gladwyn Hotel,??????????????,"16 Blackwater Rd,",,,????????,East Sussex,????,GB,0.282726,50.764612
126680,The Guesthouse East,,??????????,13 Hartington Pl,,,????????,East Sussex,????,GB,0.289327,50.765272
126682,The Palm Court Hotel,,????????????,15 Burlington Place,,BN21 4ar,????????,"South East,?England",????,GB,0.287071,50.764458
126684,The Sheldon Hotel,The Sheldon Hotel,??????????,9-11 Burlington Place ,,BN21 4AS,????????,,????,GB,0.286553,50.764637
126690,Alba House,,??????????????,29 Craigmillar Park,,EH16 5PE,??????,"Edinburgh, City of",????,GB,-3.16848,55.9286
126696,Ashgrove House,,??????????????,"12 Osborne Terrace (West Coates), Haymarket",,EH12 5HG,??????,Scotland,????,GB,-3.225985,55.945606
126699,Aynetree Guest House,,??????????????,12 Duddingston Crescent (Milton Road),,EH15 3AS,??????,"Edinburgh, City of",????,GB,-3.112613,55.943786
126700,Ballantrae Hotel,,??????????,"8 York Place, New Town,",,EH1 3EP,??????,,????,GB,-3.190687,55.956387
126705,Brodies Hostels,,????????????,"93 High Street,The Royal Mile",,EH1 1SG,??????,,????,GB,-3.186186,55.952025
126707,Corstorphine Lodge Hotel,,????????????,188 St Johns Rd,,EH12 8SG,??????,"Edinburgh, City of",????,GB,-3.289831,55.943405
126708,Canadale Guest House,Craigmoss Guest House,????????????,62 Pilrig Street,,EH6 5AS,??????,"Edinburgh, City of",????,GB,-3.180537,55.965645
126709,Cruachan Guest House,,????????????,53 Gilmore Place,,EH3 9NT,??????,Scotland,????,GB,-3.206458,55.941196
126710,Cumberland Hotel,,??????????,1 West Coates,,EH12 5JQ,??????,"Edinburgh, City of",????,GB,-3.228737,55.946095
126715,The Dunstane Hotel,,??????????,4 West Coates,,EH12 5JQ,??????,,????,GB,-3.229101,55.946136
126717,Edinburgh Playhouse Apartments,,??????????????,Hopetoun Street,,EH7 4AU,??????,Scotland,????,GB,-3.185672,55.962594
126719,Fountain Court Apartments - EQ2,,????????????EQ2,1 Lower Gilmore Bank,,EH3 9QP,??????,,????,GB,-3.208158,55.942036
126722,Fountain Court Apartments - Harris,,??????????????????,41-43 Grove Street,,EH3 8AF,??????,,????,GB,-3.212241,55.945343
126727,Holiday Inn Express Edinburgh ?C Royal Mile,,??????????????????????????,300 Cowgate,,,??????,,????,GB,-3.184525,55.949192
126731,International Guest House,,????????,37 Mayfield Gardens,,EH9 2BX,??????,Scotland,????,GB,-3.17207,55.9321
126734,Kildonan Lodge Hotel,,????????????????,27 Craigmillar Park,,EH16 5PE,??????,,????,GB,-3.16924,55.928848
126736,Lochend Serviced Apartments,,??????????????????,149/1 Lochend Road,,EH7 6ET,??????,,????,GB,-3.160372,55.963303
126737,Lyncliff Hotel Bed and Breakfast,,????????B&B????,4 Windsor Street,,EH7 5JR,??????,"Edinburgh, City of",????,GB,-3.18243,55.958138
126742,MW Townhouse,,MW ??????????,11 Spence Street,,EH16 5AG,??????,,????,GB,-3.17037,55.935799
126745,The Northumberland Hotel,,????????????,31 - 33 Craigmillar Park,,EH16 5PE,??????,Scotland,????,GB,-3.16821,55.92803
126746,Nira Caledonia,,??????????????????,6-10 Gloucester Place,,EH3 6EF,??????,,????,GB,-3.206962,55.956681
126751,Royal Mile Accommodation,,????????????,Old Tolbooth Wynd,,EH8 8EQ,??????,Scotland,????,GB,-3.180864,55.95257
126752,Royal Mile Residence,,????????????,217 High Street,,EH1 1PE,??????,Scotland,????,GB,-3.189024,55.950173
126753,Sandaig Guest House,,????????????,5 East Hermitage Place,,EH6 8AA,??????,"Edinburgh, City of",????,GB,-3.163027,55.969358
126760,The Chester Residence,,??????????,6-9 Rothesay Place,,EH3 7SL,??????,Scotland,????,GB,-3.217181,55.950615
126762,Angels Share Hotel,,????????????,9-11 Hope Street,,EH2 4EL,??????,,????,GB,-3.20792,55.950878
126763,Inverleith Hotel and Apartments,,??????????????,5 Inverleith Terrace,,EH3 5NS,??????,"Edinburgh, City of",????,GB,-3.202386,55.964071
126764,The Knight Residence by Mansley Serviced Apartments,,????????????????????,12 Lauriston Street,,EH3 9DJ,??????,,????,GB,-3.20163,55.945442
126765,The Mayville Guest House,,????????????,5 minto street,,EH9 1RG,??????,Scotland,????,GB,-3.176851,55.936751
126769,The Rutland Hotel,,??????????,1-3 Rutland Street,,EH1 2AE,??????,,????,GB,-3.207925,55.949842
126770,The Salisbury Hotel,,??????????????,43-45 Salisbury Road,,EH16 5AA,??????,,????,GB,-3.176883,55.937676
126772,The Thrums Hotel - Bed and Breakfast,,??????????,14-15 Minto Street,,EH9 1RQ,??????,Scotland,????,GB,-3.175712,55.935593
126775,Victoria Park Hotel,,????????????????,221 Ferry Road,,EH6 4NN,??????,,????,GB,-3.19146,55.97341
126778,Great Fosters Hotel,,????????????????,Stroude Road,,TW20 9UR,????,,????,GB,-0.543854,51.41674
126810,Lyonesse Guest House,,????????????,17 Western Terrace,,TR11 4QN,????????,"South West,?England",????,GB,-5.076182,50.149754
126813,The Falmouth Hotel,,????????????????????,Castle Beach,,TR11 4NZ,????????,"South West,?England",????,GB,-5.056935,50.148657
126828,Hotel De Vie,,????????,22 Firgrove Hill,,GU9 8LQ,??????,"South East,?England",????,GB,-0.796337,51.208705
126840,Grand Burstin Hotel Folkstone,,????????????????????,The Harbour,,CT20 1TX,????????,,????,GB,1.185171,51.078438
126844,Holiday Inn Express Folkestone Channel Tunnel,,????????????????????????????,Cheriton High Street,,,????????,,????,GB,1.123588,51.089947
126847,The Carlton Hotel,,??????????,"18-19, The Leas",,CT20 2DU,????????,"South East,?England",????,GB,1.175528,51.076885
126861,Ben Nevis Hotel & Leisure Club,,??????????????????????,North Road,,PH33 6TG,??????,,????,GB,-5.086769,56.828125
126862,Innseagan House Hotel,,????????????,Achintore Road,,PH33 6RW,??????,Scotland,????,GB,-5.125637,56.808914
126863,Moorings Hotel,,??????????,Banavie,,PH33 7LY,??????,Scotland,????,GB,-5.094824,56.846156
126865,Langshott Manor - A Small Luxury Hotel,,??????????-A ????????????,"Ladbroke Road, Gatwick",,RH6 9LN,????,,????,GB,-0.161783,51.181377
126872,Brunswick Merchant City Hotel,,????????????????,106 - 108 Brunswick St,,G1 1TF,????????,Scotland,????,GB,-4.24716,55.859105
126874,City Apartments,,????????,401 North Woodside Road,,G20 6NN,????????,Scotland,????,GB,-4.27781,55.87474
126876,Dreamhouse Apartments Glasgow City Centre,Dreamhouse Merchant City,??????????????????????????,120-140 Ingram Street,,G1 1EJ,????????,,????,GB,-4.246572,55.859806
126877,Embassy Apartments,,????????????????,8 Kelvin Drive,,G20 8QG,????????,Scotland,????,GB,-4.286409,55.880237
126883,Hotel du Vin Glasgow,,??????????-????????,"One Devonshire Gardens, North West",,G12 0UX,????????,,????,GB,-4.304613,55.882477
126884,Hot-el-apartments Glasgow Central Apartments,,????????????????????,15/3 Oswald Street,,G1 4PD,????????,Glasgow City,????,GB,-4.259975,55.857281
126888,Mclays Guest House,,??????????,260-276 Renfrew Street,,G3 6TT,????????,,????,GB,-4.268553,55.866909
126894,SACO Glasgow - Cochrane Street,,SACO??????????-????????????????,53 Cochrane Street,,G1 1HP,????????,Scotland,????,GB,-4.248235,55.860476
126895,The Sherbrooke Castle Hotel,,????????????????,11 Sherbrooke Avenue,,G41 4PG,????????,Glasgow City,????,GB,-4.297282,55.843308
126896,The Belhaven Hotel,,????????????,15 Belhaven Terrace ,,G12 OTG,????????,,????,GB,-4.299377,55.880882
126897,The Merchant City Inn,,??????????????,52 Virginia Street,,G1 1TY,????????,Scotland,????,GB,-4.249645,55.858727
126898,The Spires Serviced Suites Glasgow,,????????????????????,77 Glassford Street,,G1 1BQ,????????,Glasgow City,????,GB,-4.249059,55.859105
126899,Victorian House Hotel,Victorian House Hotel,????????????????,212 Renfrew Street ,,G3 6TX,????????,Scotland,????,GB,-4.265452,55.866512
126902,The Edward Hotel,,??????????,88-92 London Road,,GL1 3PG,????????,,????,GB,-2.2328,51.868224
126903,Hatton Court Hotel,,????????????,"Upton Hill
Upton St Leonards",,GL4 8DE,????????,,????,GB,-2.207909,51.819225
126906,Leapark Hotel,,??????????,130 Bo'ness Road,,FK3 9BX,??????????,,????,GB,-3.712255,56.017326
126913,Muckrach Country House Hotel,,????????????????????,Aviemore,,PH26 3LY,??????-????,Scotland,????,GB,-3.688194,57.305222
126914,Seafield Lodge Hotel,,????????????,Woodside Avenue,,PH26 3JN,??????-????,Scotland,????,GB,-3.607357,57.328757
126917,Dale Lodge Hotel,,????????,"Red Bank Road, Cumbria",,LA22 9SW,??????????,"North West,?England",????,GB,-3.024239,54.457974
126921,Colwall Park Hotel Bar And Restaurant,,??????????????????????????,Walwyn Road Colwall Village,,WR13 6QG,????????,,????,GB,-2.353625,52.087474
126949,The Hamilton Hotel,,????????????,23-24 North Drive,,NR30 4EW,????????,East of England,????,GB,1.73776,52.614697
126958,Smiths At Gretna Green Hotel,,??????????????????????,Dumfries & Galloway,,DG16 5EA,????????,,????,GB,-3.077,55.0019
126961,The Mandolay Hotel and Conference Centre,Carlton Hotel,????????????????????,"36/40 London Road, Surrey",,GU1 2AE,????????,,????,GB,-0.564757,51.239189
126969,The Oasis Hotel,,??????????,"2 Hart Road, Harlow",,CM17 0HL,????,,????,GB,0.13453,51.791969
126971,Alvera Court B&B,,????????????????,76 Kings Rd,,HG1 5JX,????????,Leeds,????,GB,-1.540618,53.997919
126973,Ascot House Hotel,,????????????,"53, King's Road",,HG1 5HJ,????????,,????,GB,-1.539888,53.999908
126985,The Grafton Boutique B & B,,????????????B&B????,"1-3, Franklin Mount",,HG1 5EJ,????????,"Yorkshire and the Humber,England",????,GB,-1.537987,53.998938
126993,The Crescent Hotel Harrow,,????????????,58-62 Welldon Crescent,,HA1 1QR,????,,????,GB,-0.338467,51.58337
126997,Hastings House,,????????????,9 Warrior Square,,TN37 6BA,????????,,????,GB,0.562264,50.852264
127000,Bannatyne Spa Hotel Hastings,,??????????????????????,Battle Road,,TN38 8EZ,????????,"South East,?England",????,GB,0.5423,50.893803
127003,Beales Hotel,,??????????,Comet Way,,AL10 9NG,????????????,,????,GB,-0.24128,51.762467
127005,Feversham Arms Hotel and Verbena Spa,,??????????????????????????,1-8 Highstreet,,YO62 5AG,??????????,"Yorkshire and the Humber,England",????,GB,-1.064501,54.248143
127006,The Watermill Hotel,,????????,London Road,,HP1 2RJ,????????????????,East of England,????,GB,-0.522001,51.746188
127031,Civic Guest House,,????????,"87-89 Lampton Road, Hounslow",,TW3 4DP,????,,????,GB,-0.365223,51.474211
127032,Cottage Guest House B&B,,????B&B????,"150-152 High Street, Cranford, Hounslow",,TW5 9WB,????,,????,GB,-0.40648,51.485993
127033,Crompton Guest House,,??????????????,"49 Lampton Rr.
Hounslow",,TW3 1JG,????,,????,GB,-0.3689,51.471333
127034,Heathrow East - Ramada Hounslow,,????????????????????????????,8-10 Lampton Road,,TW31JL,????,,????,GB,-0.367062,51.46957
127035,Firs Lodge,,??????????????,"289-291 Bath Road, Hounslow",,TW3 3DB,????,,????,GB,-0.382317,51.471924
127038,Holiday Inn London Brentford Lock,,????????????????????????,Commerce Road,,TW8 8GA,????,,????,GB,-0.31263,51.48261
127043,DoubleTree by Hilton London Heathrow Airport,Ramada London Heathrow Hotel,????????????????????????????,745 Bath Road,,TW5 9QE,????,,????,GB,-0.411354,51.479572
127044,Revive Family Lodge,,????????????,89 Hounslow Road,,TW14 0BB,????,,????,GB,-0.404161,51.454933
127047,Ambassador Heathrow Hotel,,??????????????????,10 Hanworth Road,,TW135AB,????,,????,GB,-0.40635,51.44722
127048,The Bridge House,,??????????,"188 Wood Lane
Hounslow",,TW7 5EH,????,,????,GB,-0.33988,51.486198
127052,Cedar Court Huddersfield Hotel,,??????????????????????,Ainley Top,,HD3 3RH,????????????,,????,GB,-1.829996,53.670223
127063,"Hythe Imperial Hotel, Spa & Golf",Mercure Hythe Imperial Hotel And Spa,Spa???????????????????? ,Princes Parade,,CT21 6AE,????????,"South East,?England",????,GB,1.094938,51.068024
127070,Glendruidh House,,????????????????,"By Castle Heather, Old Edinburgh Road South",,IV2 6AR,????????,Scotland,????,GB,-4.195511,57.456898
127071,Rocpool Reserve Hotel and Chez Roux Restaurant,,????????????????????????????,14 Culduthel Road,,IV2 4AG,????????,Highland,????,GB,-4.225131,57.474882
127100,The Peacock Townhouse Hotel,,????????????,149 warwickroad,,cv8 1hy,??????,Warwickshire,????,GB,-1.574567,52.338696
127102,Grand Hotel,,??????????,"95-97 Warwich Road, Kenilworth",,CV8 1HP,??????,,????,GB,-1.575951,52.339775
127108,The Kenmore Hotel,,??????????,"4 The Square
Kenmore
Perthshire",,PH15 2NU,??????,,????,GB,-3.999262,56.585224
127121,The Royal Hotel,,????????????,Market Place,,NN16 0AJ,??????,"East Midlands,?England",????,GB,-0.728084,52.397472
127124,Brockencote Hall Hotel,,??????????????,Kidderminster Road,,DY10 4PY,????????,,????,GB,-2.168558,52.359653
127125,Gainsborough House Hotel,,????????????,Bewdley Hill,,DY11 6BS,??????????,,????,GB,-2.271927,52.383774
127126,The Granary Hotel and Restaurant,,??????????????,Heath Lane,,DY10 4BS,??????????,,????,GB,-2.207694,52.359463
127134,Antoinette Hotel Kingston,,??????????????????,"Beaufort Road, Kingston upon Thames, Surrey.",,KT1 2TQ,????,,????,GB,-0.300852,51.401817
127135,Mitre Hotel,Carlton Mitre Hotel,??????????,"Hampton Court Road, Hampton Court, Surrey",,KT8 9BN,????,,????,GB,-0.342409,51.404751
127143,The Scot House Hotel,,??????????????,Newtonmore Road,,PH21 1HE,??????,Scotland,????,GB,-4.05624,57.078892
127150,The Royal King's Arms Hotel,,????????????????,75 Market Street ,,LA1 1HP,????????,,????,GB,-2.803263,54.048683
127170,Malmaison Leeds,,????????????????,1 Swinegate,,LS1 4AG,????,,????,GB,-1.542715,53.794117
127174,The Boundary Hotel,,????B&B????,42 Cardigan Road,,LS6 3AG,????,Leeds,????,GB,-1.581092,53.818547
127175,The Butlers Hotel,,????????,40 Cardigan Road,,LS6 3AG,????,Leeds,????,GB,-1.58082,53.81851
127186,Sky Plaza Hotel,,????????????,14-17 Abbey Street,,LE1 3TE,??????,,????,GB,-1.13169,52.639622
127189,The Castle Hotel by Good Night Inns,,????????????,Main Street,,LE 9 2AP,??????,Leicester,????,GB,-1.229621,52.637421
127200,Holiday Inn Express Lincoln City Centre,,??????????????????????,Ruston Way Brayford Park,,,????,,????,GB,-0.550863,53.22599
127206,Arinza Apartments,,??????????????,1 Beaumont Street,,L8 0UR,??????,,????,GB,-2.955772,53.396687
127208,Beech Mount Hotel and Arthur's Restaurant,Beech Mount Hotel,????????????????????????,1 ?C 3 Beech Street,,L7 0HL,??????,"North West,?England",????,GB,-2.943237,53.41131
127211,Cocoon @ International Inn & Apartments,,????@????????????,4 South Hunter St,,L1 9JG,??????,"North West,?England",????,GB,-2.971319,53.402023
127212,Crowne Plaza Liverpool - John Lennon Airport,,????????????????????????????????&??????,Speke Aerodrome,,,??????,,????,GB,-2.88065,53.34781
127213,Base Serviced Apartments - Cumberland Street,,"??????????????????????	 ",25 Cumberland Street,,L16BU,??????,,????,GB,-2.986733,53.407818
127215,Hanover Hotel,,??????????,62 Hanover Street,,L1 4AF,??????,Liverpool,????,GB,-2.982606,53.403748
127218,Hope Street Hotel,,??????????,40 Hope Street,,L1 9DA,??????,,????,GB,-2.970965,53.400917
127226,Liverpool Marriott Hotel City Centre,,??????????????????,One Queen Square,,L1 1RH,??????,"North West,?England",????,GB,-2.981861,53.408012
127228,Malmaison Liverpool,,??????????????????,7 William Jessop Way,,L3 1QZ,??????,,????,GB,-2.99761,53.408688
127233,Posh Pads Liverpool One Apart-Hotel,,????????????????1????????????,16-20 Hanover Street,,L1 4AA,??????,Liverpool,????,GB,-2.985237,53.40276
127241,"Staybridge Suites, Liverpool",,??????????????????????,21 Keel Wharf,,L3 4FN,??????,,????,GB,-2.989238,53.39767
127242,Dolby Hotel,,????????,36-42 Chaloner Street,,L3 4DE,??????,,????,GB,-2.984076,53.394116
127252,Bodysgallen Hall And Spa Hotel,,????????????????????,The Royal Welsh Way,,LL30 1RS,????????,,????,GB,-3.806594,53.298463
127261,Karden House,,????????????,16 Charlton Street,,LL30 2AA,????????,Wales,????,GB,-3.826783,53.321838
127278,Grand Ash Hotel,,??????????????,Gloddaeth Street,,LL30 2DP,????????,Wales,????,GB,-3.833635,53.324816
127279,Grand Hotel Llandudno,,??????????????,Happy Valley Road,,LL30 2LR,????????,,????,GB,-3.829181,53.329887
127299,White Waters Country Hotel,,????????????????,Berwyn Road,,LL20 8AD,??????,,????,GB,-3.182559,52.979682
